Line;Peak_1;Peak_2;Peak_3;Peak_4;Peak_5;Peak_6;Peak_7;Peak_8;Peak_9;Peak_10;Peak_11;Peak_12;Peak_13;Peak_14;Peak_15;Peak_16;Peak_17;Peak_18;Peak_19;Peak_20;Peak_21;Peak_22;Peak_23;Peak_24;Peak_25;Peak_26;Peak_27;Peak_28
6;0.0013974;0.0084932;0.0003282;0.0031613;0.1855083;0.065232;0.0141243;0.0102568;0.0103871;0.0213579;0;0.0014871;0.0147176;0.0033252;0.002967;0.0018365;0.3731603;0.0605742;0.1011996;0.0012538;0.0014098;0.01698;0.0014906;0.0046945;0.0047406;0.0138185;0.0526262;0.0016462
6;0.0020592;0.0292115;0;0.0074734;0.1131824;0.1066683;0.0068344;0.030718;0.0264335;0.0155488;0.0121384;0;0.0051039;0;0.0064365;0.0026402;0.2569513;0.0192147;0.2010516;0;0;0.0084553;0.0041378;0.0172653;0.0132627;0.044408;0.044975;0.0075728
6;0.0039221;0.0210275;0.0014041;0.0070332;0.0877729;0.1283431;0.0048146;0.0177799;0.0145156;0.0193691;0.0090916;0.0011377;0.010531;0.0011305;0.0099059;0.0030251;0.4137995;0.0207281;0.1046974;0.0017306;0.0016061;0.0102102;0.0032682;0.0121688;0.0101653;0.0098779;0.0551011;0.003486
6;0.0038087;0.0143923;0.0011288;0.0075574;0.1551052;0.0261243;0.0194682;0.0146925;0.0201757;0.0092575;0.0045721;0.0012055;0.0049113;0.0070023;0.0048716;0.0017686;0.2273954;0.0530847;0.1808321;0.0021988;0.0012;0.0151052;0.0136334;0.0132674;0.0078939;0.0356738;0.1279763;0.0026772
6;0.001111;0.0154482;0;0.00343;0.0944885;0.1967311;0.0074769;0.0102665;0.0064821;0.0165404;0.0031683;0.0023833;0.0175985;0.0027112;0.0079133;0.0030985;0.4069253;0.0339454;0.0492511;0.002509;0.0007755;0.0313382;0.0017101;0.0059203;0.0038397;0.0197075;0.0467348;0.0013906
6;0.0020499;0.0194292;0.0004063;0.0102591;0.0605411;0.0990411;0.0060608;0.0172283;0.0283044;0.0395026;0.0056746;0.0013958;0.0133692;0.0017177;0.0206664;0.0023186;0.2172778;0.0204589;0.1730958;0.0026445;0.0014295;0.0124633;0.0027573;0.0078179;0.0038433;0.0284954;0.1999484;0.0018031
6;0.0012176;0.013709;0;0.0046544;0.086388;0.2668845;0.0063823;0.0111276;0.0103668;0.0161478;0.0057044;0.0034184;0.0153755;0.0009432;0.0081314;0.002756;0.3183106;0.0349208;0.077586;0.0014401;0.0008397;0.0181321;0.0014219;0.0071552;0.0043514;0.0223759;0.0508717;0.0016711
6;0.0007696;0.0022238;0.0004047;0.0005208;0.0408791;0.3251142;0.0088333;0.0016618;0.0019925;0.00369;0.003904;0.0041223;0.0114426;0.0431478;0.0020388;0.0005222;0.0072224;0.2746213;0.0202548;0.033956;0.0154027;0.0291819;0.0595653;0.004086;0.0028637;0.0110575;0.0888749;0.0008523
6;0.0018232;0.0152014;0.0055184;0.1761471;0.0343958;0.0068852;0.0381802;0.024101;0.0257666;0.0501781;0.0322246;0.0004001;0.0072132;0.0024878;0.0087936;0.0026542;0.2230568;0.0213401;0.1778129;0.0029689;0.0014996;0.0067402;0.0041348;0.0116688;0.0071392;0.0410417;0.0624738;0.0024822
7;0.0066489;0.0320106;0.0016093;0.0265829;0.0025419;0.0793338;0.0027205;0;0.081016;0;0.0008599;0;0.0013523;0.0030812;0.0153135;0;0.0052296;0.0010021;0.6031122;0.0052894;0.0017734;0;0.0100033;0.0320004;0.0270738;0.0258403;0.001575;0.0114822
7;0.0110323;0.0385888;0.0038751;0.0262947;0.0018976;0.0243577;0.0018557;0.0066621;0.0674223;0;0.0377506;0;0;0.0014019;0.0401396;0;0.001807;0;0.6245308;0.0028747;0.0014016;0;0.0069295;0.026681;0.019218;0.0197362;0.002453;0.0094238
7;0.0084981;0.0364568;0.0122524;0.0178748;0.0007083;0.0107426;0;0;0.0780458;0;0.0287056;0;0;0;0.0180656;0;0.0015194;0;0.6342851;0;0;0;0.0040586;0.0320764;0.0213635;0.0516237;0.0011043;0.0173226
7;0.0101405;0.0587938;0.0035365;0.0326923;0.0008559;0.0129291;0.0024549;0.0084924;0.0710543;0;0;0;0;0.0037925;0.0287561;0;0.0021008;0.000658;0.5595472;0.0045389;0.0022999;0;0.0106615;0.0267807;0.0227911;0.0203964;0.00219;0.0097397
7;0.0023783;0.0244722;0;0.0148375;0.0027476;0.0251606;0.0018644;0.004776;0.0768358;0;0.048085;0;0;0.002717;0.0170248;0;0.0030491;0.0008463;0.6281708;0.0050624;0.0016949;0;0.0046221;0.0292901;0.0169849;0.0537762;0.003181;0.012287
7;0.0039149;0.0427328;0;0.0214673;0.0014524;0.0128306;0;0;0.0811253;0;0.0464871;0.0474583;0;0.0032074;0.0282346;0;0;0;0.5275437;0;0;0;0.0077217;0.037512;0.0183448;0.0830653;0.0021178;0.0096825
7;0.0068306;0.0743898;0;0.0814847;0.009305;0.0287103;0.0047664;0.0206058;0.0770313;0;0.0197282;0;0;0.0063926;0.0852884;0;0;0;0.2982826;0;0;0;0.0122009;0.0481264;0.0455628;0.1157767;0.0042017;0.0177046
7;0.0077312;0.0761569;0.0027523;0.0247607;0.0011168;0.0279639;0.0012252;0;0.0739215;0.0444558;0;0;0;0;0.0464735;0;0.0035468;0;0.5175469;0;0.0016381;0;0.0112223;0.0508338;0.0302332;0.0276913;0.0025204;0.0148605
7;0.0051762;0.0490893;0.0008032;0.0270096;0.0018544;0.0235723;0.0019872;0.0060672;0.0825491;0;0.0178169;0;0;0.001751;0.0184827;0;0.0025129;0;0.5350305;0.0020823;0;0.0011135;0.0057781;0.0515836;0.0211009;0.0906349;0.002916;0.0090322
7;0.0037825;0.0398255;0.0013899;0.0554512;0.0017649;0.0167165;0.0024791;0.0137307;0.0973857;0;0.0363194;0;0;0.0028312;0.0446003;0;0.0026913;0.0008958;0.4824061;0.0054938;0.0018831;0;0.0049305;0.0244816;0.0120663;0.0825599;0.0309508;0.0070588
7;0.0034242;0.026523;0.0012434;0.0215108;0.000794;0.0070398;0;0;0.0809845;0;0.0226408;0;0;0;0.0239382;0;0;0;0.6290411;0;0;0;0.0044346;0.0475749;0.0194001;0.0662318;0.0009177;0.0116478
7;0.0098792;0.0479942;0.0031113;0.02362;0.0030111;0.0589683;0.0014576;0.007307;0.0727438;0;0.0286365;0;0;0.004412;0.0234532;0;0.005253;0.0009939;0.50635;0.0053783;0.0018364;0.0038384;0.0098983;0.0451119;0.026984;0.0240213;0.0058305;0.0105475
7;0.0026293;0.0293161;0;0.0184793;0.0012318;0.0131584;0.0013433;0.0055174;0.0849494;0;0.016917;0;0;0.0012565;0.0083439;0;0;0;0.6410545;0;0;0.002706;0.0052139;0.0352123;0.0191665;0.064381;0.0040813;0.0100472
7;0.0025986;0.0327198;0;0.0195518;0.0021249;0.0273453;0.0016443;0.0047421;0.0779484;0;0;0;0;0.0020817;0.0125802;0;0.0034826;0.0007665;0.6088512;0.0038406;0;0;0.0039186;0.0245522;0.0201032;0.0669138;0.0025093;0.0114652
8;0.0025269;0.003978;0.0022425;0.0006534;0.0461948;0.3074779;0.001399;0.0016232;0.0017179;0.0110826;0.0008213;0.0093521;0.0382276;0.0009096;0.0008362;0.0053203;0.3709942;0.0161782;0.0303828;0.006687;0.0092183;0.0205362;0.0010805;0.0054221;0.0048411;0.0120199;0.0811621;0.0022722
8;0.0022851;0.0245988;0.0114382;0.0534439;0.1287858;0.0025795;0.025773;0.0293292;0.0275216;0.0865157;0.0136825;0.0006191;0.0119157;0.0014708;0.018071;0.0022619;0.2536225;0.0091899;0.1282861;0.0017763;0.0004374;0.0103941;0.0051025;0.0127261;0.0052208;0.0494884;0.0733421;0.0024282
8;0.0057529;0.0182658;0;0.0171652;0.004582;0.0131724;0.0015703;0.0240302;0.0625111;0;0.0182199;0;0;0;0.0065278;0;0;0;0.6249139;0.0017834;0.0016075;0.0006946;0.0056604;0.0164661;0.0125733;0.0661695;0.0710432;0.0059791
8;0.0036421;0.0355322;0;0.0137582;0.0176174;0.0063738;0.0012609;0.0378759;0.0479128;0.0099245;0.0216918;0;0;0;0.007509;0.0015563;0.0129405;0.0020957;0.5437232;0;0;0;0.0045934;0.0231862;0.0173962;0.0721807;0.0873905;0.0083587
8;0.0023782;0.0251126;0;0.0120593;0.0974811;0.023883;0.0033986;0.0649747;0.0403562;0.0413703;0.0103107;0.0096925;0.0035133;0.0011673;0.0079332;0.0038538;0.1432311;0.0109902;0.3390719;0.0013765;0.0012898;0;0.0032689;0.0175258;0.0068873;0.0718465;0.0309298;0.0032774
8;0.0043482;0.033507;0;0.0108988;0.0750478;0.0164324;0.0027183;0.0396046;0.0279722;0.0501811;0.0160076;0;0.0032323;0;0.0088949;0.0029307;0.191309;0.0145832;0.2864383;0.0021339;0;0.0045822;0.0034674;0.0195573;0.0141382;0.0660869;0.0779471;0.0052097
8;0.0036815;0.0248997;0;0.014885;0.0026188;0.0019428;0.000899;0.017405;0.064766;0;0.0209491;0;0;0.0009149;0.0088149;0;0.0019978;0;0.6285785;0.0024131;0;0;0.0046436;0.0299301;0.023059;0.0836238;0.0242233;0.0137129
8;0.0019198;0.0142996;0;0.0033496;0.0331552;0.014802;0.0017417;0.0072497;0.0101657;0.053597;0.0046775;0.0013886;0.0273262;0;0.0035129;0.0015163;0.4907222;0.0092112;0.1079756;0;0.0014802;0.0576897;0.0014677;0.0083215;0.0105573;0.0237124;0.0962759;0.0058571
8;0.0027454;0.0142377;0.0008858;0.0071709;0.0168233;0.003374;0.0019301;0.0192204;0.0233332;0.0777252;0.0206952;0;0.0155993;0.0013437;0.0046269;0.0013642;0.281301;0.0073145;0.2600294;0.0014472;0.0012873;0.0253886;0.0074394;0.0189587;0.0123076;0.0486876;0.1108286;0.0051107
8;0.0010872;0.0157288;0.0005004;0.0025534;0.0562125;0.0464967;0.0019247;0.0082218;0.0085061;0.0635429;0.0036169;0.0015587;0.0347272;0.0011442;0.0036256;0.0020165;0.4272616;0.0166067;0.0746341;0.002601;0.0022722;0.0821987;0.0009648;0.0088015;0.0070289;0.0248937;0.0903258;0.0025032
8;0.0064578;0.0444133;0;0.0151091;0.0254097;0.005975;0.0016281;0.0481368;0.0491219;0.0584914;0.0202355;0.0009885;0;0;0.0171485;0.0020904;0.0486291;0.0043521;0.431144;0;0;0;0.0101805;0.0270035;0.0187427;0.0792806;0.0492262;0.0076729
8;0.0042138;0.03984;0.0012761;0.0127256;0.0203449;0.0227436;0.0020952;0.0214103;0.0406988;0.0356911;0.0168931;0.0041388;0;0.0020294;0.0219001;0.0013667;0.0813917;0.0052257;0.3434534;0.0033058;0;0.0073056;0.0036014;0.02121;0.0104826;0.046887;0.2036565;0.0030222
8;0.0058225;0.0431535;0.0030526;0.0109087;0.0146784;0.0270304;0.0024577;0.0309572;0.0411531;0.0845005;0.0178798;0.0005859;0.0029673;0.002643;0.0111614;0.0020225;0.0585725;0.0034064;0.4133941;0;0.0015701;0.0042964;0.0116946;0.0235486;0.019463;0.0517629;0.0753621;0.0086813
8;0.0033264;0.0262519;0.000896;0.0150044;0.0084327;0.0196252;0.0015753;0.0425;0.072404;0;0.0191668;0;0;0;0.0063239;0;0.007395;0;0.532777;0.0030904;0;0.001462;0.0045677;0.0307633;0.0132754;0.0626125;0.0934813;0.0053286
9;0.0013049;0.0124802;0;0.0028731;0.0316254;0.2562968;0.0014256;0.0049946;0.0082813;0.0123107;0.005304;0.0046887;0.0207255;0.0019297;0.0036834;0.0025712;0.2841347;0.0191948;0.118692;0.012564;0.0068265;0.0337217;0.0496937;0.0098356;0.0123855;0.0289992;0.0406263;0.0049592
9;0.000892;0.003559;0;0.0008563;0.0392191;0.215305;0.0068006;0.0019162;0.0024588;0.0441936;0.0077888;0.003664;0.0446633;0.0024824;0.0011837;0.0012745;0.2655146;0.0112603;0.0363926;0.0159957;0.0045177;0.1870687;0.0009907;0.0050531;0.0045779;0.0161309;0.0734024;0.0013683
9;0.0021606;0.0085911;0;0;0.0075961;0.0276098;0.0029919;0.0010324;0.0018266;0.008351;0.0041619;0.0015763;0.0487718;0;0.0048381;0;0.4908144;0.0235057;0.0603546;0.0180178;0.0059157;0.1653592;0.0008731;0.0065314;0.0103237;0.0029806;0.0923435;0.0034727
9;0.006156;0.0195193;0.000911;0.0148062;0.0006134;0.0564127;0.0018929;0.0163873;0.0344032;0.0223329;0.0237707;0.0004481;0.003993;0.0019488;0.0164446;0.0006431;0.0706013;0.0060821;0.3894649;0.0047295;0.0014189;0.006176;0.1095842;0.0205182;0.041913;0.0600618;0.0221781;0.0165129
9;0.004098;0.0243312;0;0.0164079;0.0322574;0.0625745;0.001635;0.0216967;0.0383219;0.0231072;0.0280447;0.0009795;0.004668;NA;0.0100575;0.0014407;0.10003;0.0107847;0.4168386;0;0;0.0068328;0.0046126;0.0237889;0.0421374;0.0651899;0.0165823;0.0192237
9;0.005255;0.0055285;0.0031412;0.0016695;0.0317681;0.297807;0;0.002013;0.0041654;0.0035046;0.0033132;0.0092091;0.0411414;0.000912;0.0047297;0.0053618;0.2484785;0.0147712;0.0558562;0.0172442;0.0169631;0.0615843;0.0127579;0.0063068;0.0113331;0.0183099;0.1052492;0.0056221
9;0.001079;0.0049024;0.0004737;0.0006579;0.0375881;0.2087384;0;0.0016066;0.0015555;0.0050329;0;0.0033708;0.0402622;0.0005764;0.0009213;0.0031719;0.3250582;0.0133949;0.0260924;0.0087159;0.0073407;0.111188;0.019107;0.0054839;0.0049069;0.0159028;0.1460281;0.0022337
9;0.0041885;0.0273361;0.0012589;0.0129427;0.0205672;0.0127536;0.0025956;0.0141514;0.0417191;0.0460707;0.0308719;0;0.0048109;0;0.0102111;0;0.0747635;0.0056391;0.5283576;0.0041682;0.0019401;0.0071947;0.0042108;0.0205731;0.0229364;0.0479384;0.0247142;0.011276
9;0.0021454;0.0097726;0.001569;0.0022528;0.0204739;0.2682879;0.0008011;0.0024631;0.004188;0.0047285;0;0.0116473;0.0316603;0.0018591;0.0021163;0.0050027;0.218709;0.010546;0.0606094;0.0568942;0.0268004;0.095773;0.0016165;0.0080711;0.0102613;0.0157361;0.1128238;0.0028302
9;0.001255;0.0063899;0.000472;0.001116;0.0258165;0.2044059;0.0057801;0.0019717;0.0017148;0.0226796;0;0.0038432;0.0343993;0.0013878;0.0036176;0.0017074;0.2418911;0.0102623;0.0338497;0.0219403;0.006446;0.2075092;0.001626;0.0066938;0.0081041;0.0155001;0.1190807;0.0042951
9;0.0010863;0.0022484;0.0013411;0.000433;0.0353309;0.2162383;0.0046132;0.0012069;0.0012106;0.0083047;0.0007165;0.0052001;0.0344424;0.0009757;0.0004419;0.0030146;0.204574;0.0080686;0.0235218;0.0170651;0.0107316;0.1701126;0;0.0040431;0.004154;0.011414;0.2249476;0.0011508
9;0.0016772;0.0016087;0.0004165;0.0009737;0.0445277;0.2281714;0.007403;0.0029726;0.0031906;0.0249394;0;0.0036249;0.0382334;0.0009901;0;0.0023038;0.3100939;0.0119125;0.0550776;0.015845;0.0059968;0.1176236;0;0.0059336;0.0058638;0.0165224;0.0858853;0.0019887
9;0.0009859;0.0042839;0.0003432;0.0008426;0.0419536;0.118309;0;0.0013572;0.0015245;0.0150801;0;0.0019102;0.0354132;0.0011947;0.0009938;0.0014182;0.3061689;0.0116746;0.022021;0.0068804;0.0031014;0.2454932;0.000841;0.0067043;0.0042611;0.0125125;0.1477832;0.0016532
9;0.0091844;0.0120211;0.0019071;0.0134957;0.0576586;0.0307562;0.0022672;0.0373099;0.0426177;0.0315957;0.0106672;0;0;0.0015238;0.0043807;0.0015962;0.0433427;0.0040424;0.4364417;0.0033465;0;0.0040447;0.0297548;0.0307636;0.0216276;0.081853;0.0495551;0.0087169
9;0.0042707;0.0072395;0.000883;0.0043893;0.025375;0.3493601;0.001041;0.0043014;0.0126555;0.0069934;0;0.0037537;0.0185285;0.0011393;0.0037946;0.0017494;0.1841847;0.0088644;0.1559288;0.0096027;0.0053443;0.0135365;0.056841;0.005874;0.0187989;0.0333204;0.0319169;0.0065808
9;0.0012449;0.0026616;0.0015375;0.0005758;0.0392873;0.2451071;0;0.0013455;0;0.0041014;0;0.0085175;0.0535373;0.000676;0.0005721;0.0059301;0.2399777;0.010649;0.0026864;0.0190156;0.0216291;0.0968825;0;0;0.0014047;0.009519;0.2278958;0.0005019
9;0.0007708;0.0051938;0;0.0008822;0.0601744;0.1737137;0.0013981;0.0021613;0.0013479;0.0177486;0.0013005;0.0025959;0.0300166;0.0015064;0.001324;0.0029151;0.2439764;0.0097393;0.0245127;0.0068703;0.0044706;0.2018882;0.0009873;0.0042454;0.0039569;0.0135736;0.1751604;0.0012164
9;0.0035679;0.0016791;0.0106836;0.0003756;0.0186241;0.2283885;0.0014056;0.0011044;0.0005537;0.0011278;0;0.0233441;0.0409744;0.0020975;0.0003044;0.0131967;0.2762318;0.0158402;0.0084764;0.0471687;0.0601862;0.1156114;0.0009353;0.0038649;0.0030615;0.0021602;0.1148082;0.0007586
9;0.0067821;0.0008762;0;0.0003583;0.0252302;0.3046485;0.0007489;0.001182;0.0004836;0.0030329;0;0.021322;0.0434235;0.0012838;0;0.0129334;0.1652818;0.0114155;0.0139646;0.0593054;0.0617789;0.1077064;0.0165784;0.0036891;0.0055107;0.0113141;0.1154406;0.0012946
9;0.0049264;0.0166855;0.0132902;0.0043215;0.0164834;0.3442644;0.0010118;0.0054302;0.0098614;0.004529;0.0072961;0.0455081;0.0213066;0.0016732;0.0078497;0.0268821;0.1227595;0.0118573;0.1038309;0.0408841;0.0970268;0.0080394;0.001835;0.0126487;0.00926;0.0202254;0.0266962;0.0045356
9;0.0054197;0.0084493;0.0011104;0.0025414;0.023226;0.1349754;0.0030914;0.0031725;0.0027791;0.005008;0;0.0061636;0.0345572;0.0049987;0.0324964;0.0023922;0.3549745;0.0143057;0.0311581;0.0357008;0.0082514;0.132282;0.0027705;0.0119895;0.0142306;0.0037484;0.1065341;0.0042015
10;0.0015413;0.0029779;0.0004501;0.0011651;0.0445557;0.10691;0.0094941;0.0017204;0.0026414;0.0075708;0;0.00303;0.0403576;0.0022659;0.0008207;0.0021329;0.2966824;0.0161409;0.0385971;0.0121999;0.0055681;0.2285034;0.0084762;0.0044123;0.005524;0.0144754;0.1343372;0.0016752
10;0.0009269;0.0042813;0.0003692;0.001095;0.0567387;0.0966465;0.0113351;0.0019997;0.002352;0.0077367;0.0018971;0.0018942;0.041809;0.0022239;0.0009958;0.0016545;0.3180983;0.0194563;0.0354734;0.0143367;0.0031053;0.1913526;0.0099329;0.0051947;0.0044156;0.0189071;0.1404761;0.0011136
10;0.0059726;0.0043872;0.0129093;0.0026172;0.0375836;0.3059763;0.0009829;0.0019684;0.0050676;0.0015504;0.004735;0.019906;0.0311338;0.002023;0.0017371;0.0128574;0.1777142;0.0143996;0.0732818;0.0620285;0.0510719;0.0467956;0.0018793;0.0086644;0.0114413;0.0096588;0.0834335;0.0035339
10;0.0031422;0.0208006;0.001011;0.0100272;0.051017;0.1827169;0.0035045;0.0131098;0.0218534;0.0122333;0.0198794;0.0051101;0.018525;0.0039307;0.0113774;0.0039872;0.2242095;0.0199341;0.1610066;0.0112083;0.006871;0.0284303;0.0044648;0.0156521;0.0122667;0.0316162;0.0813004;0.0068207
10;0.0027727;0.0187162;0;0.0091491;0.074617;0.0796355;0.0046564;0.0154879;0.0318795;0.0267379;0.0119605;0.0007984;0.0117932;0.0011476;0.0051241;0.0012412;0.1663425;0.0135147;0.2720173;0.0044809;0.0014879;0.0100437;0.0868835;0.0114368;0.0244196;0.0560001;0.0216963;0.007314
10;0.0022272;0.0026962;0.0015663;0.0009747;0.0365772;0.2073699;0.005174;0.0016088;0.0018786;0.0060648;0;0.0118403;0.050373;0.0033162;0.0008548;0.0056374;0.2914338;0.019021;0.0254543;0.0284323;0.0214971;0.1464998;0.0007847;0.0062407;0.0067613;0.008552;0.0995062;0.00224
10;0.0015446;0.0032607;0.0003752;0.0014582;0.0872892;0.1111457;0.0121243;0.0030023;0.0041934;0.0134557;0.0033762;0.0010637;0.03546;0.0024464;0.0014876;0.0019832;0.3556287;0.0253492;0.0491518;0.0055222;0.0018144;0.1267623;0.0138292;0.0045591;0.0070326;0.0222102;0.0971687;0.0016628
10;0.0025411;0.0060458;0.0005498;0.0019295;0.0591663;0.2800652;0.0081526;0.0039292;0.0062101;0.0098325;0.0051241;0.0035343;0.0317658;0.0012796;0.0030771;0.0023265;0.2405116;0.0203843;0.1058298;0.0100352;0.0049737;0.0513794;0.0266932;0.0095676;0.018939;0.0202558;0.0533172;0.0059665
10;0.0027857;0.0173177;0;0.0127828;0.0992125;0.0116136;0.010084;0.0101238;0.0575782;0.0115407;0.0271383;0.0003086;0.0016919;0.0026034;0.0096041;0;0.0339549;0.0167288;0.5806318;0.0040888;0.0036388;0;0.0022088;0.0128191;0.0141871;0.0267086;0.0112418;0.0082596
10;0.0038937;0.0336001;0;0.0182404;0.0905165;0.0165822;0.0082425;0.0350983;0.0777783;0.0119863;0.0235774;0.0011009;0.0012992;0.0025457;0.0139256;0;0.014109;0.0086384;0.4646929;0.002772;0;0.0021885;0;0.0261074;0.0190356;0.0679682;0.0164357;0.0081159
10;0.0018335;0.0098106;0.0004424;0.00322;0.076359;0.2022777;0.0012518;0.0085228;0.00955;0.0147422;0.0072148;0.0030024;0.0287998;0.0011393;0.003207;0.0035148;0.2736134;0.0210774;0.1194131;0.0125288;0.0055702;0.0448453;0.0210409;0.0092977;0.0090606;0.0299048;0.0673226;0.0044804
10;0.0029535;0.0042411;0.0005014;0.0032728;0.1183012;0.1384977;0.0033725;0.012704;0.0105805;0.0236242;0.0047331;0.0015048;0.0242779;0.0015594;0.0012069;0.0034915;0.2867248;0.0265226;0.1132132;0.0069377;0.0023371;0.0257226;0.0216622;0.0080593;0.0059704;0.0336328;0.1039441;0.0017462
10;0.0016177;0.0095825;0.0006651;0.0115879;0.0009979;0.0015995;0;0.001928;0.0496152;0;0.0290961;0;0;0;0.0316597;0;0;0;0.7814316;0;0;0;0.0035652;0.0144931;0.0218036;0.0188047;0.0009865;0.0119459
10;0.0034123;0.0361797;0;0.0145953;0.0206475;0.0249684;0.0015511;0.0143306;0.0580082;0.0086374;0.0288011;0;0;0;0.011453;0;0.0028038;0;0.5973626;0;0;0;0.0079087;0.0276759;0.0349293;0.0601482;0.0025082;0.0235009
10;0.0080981;0.0108873;0.0011341;0.0087618;0.065544;0.1503516;0.0017337;0.0086283;0.01884;0.024618;0.0387563;0.001075;0.0130711;0;0.0362954;0.0009611;0.186448;0.0128068;0.1990964;0;0.0010523;0.0109223;0.077969;0.0152964;0.0336134;0.0310248;0.0303491;0.0126658
10;0.0063271;0.0156494;0.0010872;0.0135961;0.0609106;0.0743821;0.002614;0.0146345;0.0288784;0.0273167;0.0293466;0;0.007139;0.0016889;0.0430702;0.0008905;0.1227568;0.0099414;0.2902681;0;0;0.0084818;0.0635872;0.0206277;0.0430992;0.0492706;0.0353437;0.0145088
10;0.0074526;0.0117169;0.0013879;0.0060972;0.0283811;0.2727801;0.0002942;0.0076435;0.0185221;0.0081153;0.016987;0.0008962;0.0077234;0;0.0129732;0.0010728;0.0671705;0.0036748;0.2468763;0;0.0010727;0.0064535;0.1026855;0.014696;0.049095;0.0340305;0.0458043;0.0152511
10;0.0062339;0.0276073;0;0.000589;0.0223098;0.3177828;0.001248;0;0.00171;0.0036812;0.0014762;0.0216773;0.0404053;0.0007596;0.002543;0.0150959;0.1902487;0.0102575;0.022471;0.0515135;0.0662122;0.0545842;0.0018247;0.0036998;0.0046919;0.0100505;0.1166161;0.0015208
11;0.0030067;0.0536661;0;0.022118;0.001386;0.0120643;0;0;0.0834004;0;0.0337471;0;0;0;0.0169441;0;0;0;0.6199572;0;0;0;0.0065584;0.0320472;0.0211689;0.0563654;0.0013655;0.0115295
11;0.0080988;0.0791357;0.0025;0.0316104;0.0042532;0.0250343;0.0024284;0;0.0660662;0;0.0284886;0;0.0019001;0.0012809;0.0356166;0;0.0043956;0;0.6002142;0.0042262;0;0;0.0047704;0.0349455;0.0202262;0;0.0028731;0.0087742
11;0.0102288;0.0816351;0.0021662;0.0183571;0.0017112;0.0217671;0;0.0048268;0.0824683;0;0.0300993;0;0;0;0.0258014;0;0.0025344;0;0.5918885;0;0;0;0.0087717;0.0390457;0.0359178;0.0206728;0.0011214;0.0209865
11;0.0077037;0.0236162;0.0015431;0.0185958;0.0056456;0.0109338;0.001425;0.0055609;0.0808631;0;0.0295708;0;0;0.0016175;0.0072216;0;0.0016747;0;0.7097388;0.0027689;0.0012948;0;0.0067847;0.01865;0.0177338;0.0141231;0.0056097;0.0077684
11;0.0050432;0.0262965;0.0016091;0.0230271;0.0024154;0.0098591;0.0013251;0.0103593;0.0647919;0;0.0275629;0;0;0.0016523;0.0136916;0;0.0027685;0.0004047;0.6420702;0.0038882;0.0018917;0.0015511;0.0042317;0.0181746;0.0183677;0.0642878;0.0052401;0.0086428
11;0.0093639;0.0524781;0.0047093;0.0299211;0.0040567;0.0409195;0.0053217;0.0144396;0.0866553;0;0;0;0;0.0039803;0.0399576;0;0.0037547;0.0011586;0.5102956;0.0045685;0.0017172;0;0.0097258;0.0221328;0.0189533;0.0256751;0.0031719;0.0075545
11;0.0107005;0.0919914;0.0056884;0.0272662;0.0250755;0.0616812;0.0027464;0.0410162;0.0756806;0;0.0348536;0;0;0;0.0356135;0;0.0072871;0;0.4038831;0;0;0;0.0117518;0.0336845;0.0292109;0.0281214;0.0148906;0.0147363
11;0.0096937;0.0580806;0.0034844;0.0213567;0.0076706;0.097995;0.0052871;0.0176259;0.0842135;0;0.0224171;0.0526187;0;0.003743;0.0196391;0;0.0025677;0.0010367;0.4860625;0.005107;0;0;0.0092406;0.0280326;0.0269314;0.0239801;0.0030678;0.0101482
11;0.009801;0.0582763;0.0129631;0.0248405;0.0056971;0.3578928;0.0025761;0.006461;0.054909;0;0.0135712;0.0090804;0;0.0016901;0.0860805;0.0039198;0.007483;0;0.2281751;0.0039298;0;0;0.0235939;0.0228781;0.0155423;0.0187136;0.0029672;0.0067366
11;0.0134497;0.012008;0.0842978;0.0048577;0.0064161;0.5325545;0.0020188;0.0025095;0.017471;0;0;0.0393336;0.0054984;0.0010273;0.0045301;0.0116294;0.0108787;0;0.1479671;0.0066978;0.019361;0;0.0103392;0.0123549;0.0089734;0.0063694;0.0054766;0.0027527
11;0.0084515;0.0632426;0.0035908;0.0262147;0.0044335;0.06744;0.0036889;0.0097863;0.0830278;0;0;0;0;0.0061179;0.0367772;0;0.0042256;0.0023035;0.4654721;0.0055532;0.0019104;0;0.0117403;0.0330998;0.0228677;0.0275892;0.0025967;0.009506
11;0.0055957;0.0726737;0.0014102;0.0318051;0.0017636;0.0251589;0.0025957;0.0076788;0.0829664;0;0;0;0;0.0037052;0.0318457;0;0.003844;0.0010296;0.5168669;0.0049291;0.0013961;0;0.0108224;0.0292781;0.0247426;0.0262265;0.0017487;0.0093315
11;0.0054802;0.0548824;0.0010554;0.0226873;0;0.031153;0;0;0.076537;0;0.0371466;0;0;0;0.021261;0;0.0038612;0;0.5769148;0;0;0;0.0099729;0.038898;0.0421859;0.0225541;0.0015918;0.0217327
11;0.0074461;0.0674807;0;0.0214475;0.0009778;0.010835;0;0;0.0726614;0;0.0349422;0;0;0;0.0216342;0;0;0;0.6133353;0;0;0;0.0092578;0.0432742;0.0277149;0.0242136;0.0013324;0.0142104
11;0.0041496;0.0560305;0;0.0205343;0.0020979;0.0531827;0;0;0.0748832;0;0.0395701;0;0;0;0.0241282;0;0.0023957;0;0.5950006;0;0;0;0.0070149;0.0339319;0.0264265;0.0187875;0.0020291;0.0135891
