Line;Peak_1;Peak_2;Peak_3;Peak_4;Peak_5;Peak_6;Peak_7;Peak_8;Peak_9;Peak_10;Peak_11;Peak_12;Peak_13;Peak_14;Peak_15;Peak_16;Peak_17;Peak_18;Peak_19;Peak_20;Peak_21;Peak_22;Peak_23;Peak_24;Peak_25;Peak_26;Peak_27;Peak_28
11;0.0085533;0.0498167;0.0025849;0.0203795;0.0383242;0.1848806;0.0039108;0.0356839;0.0708224;0;0.0245978;0.0030358;0;0.0020481;0.0234741;0.0026273;0.0048733;0.0025897;0.3917329;0.0027611;0.0018714;0.0089993;0;0.0262408;0.0180092;0.0215043;0.0106936;0.0064114
11;0.0038796;0.0437933;0.0026307;0.0159609;0.0007271;0.0045733;0;0;0.0644455;0;0.0360927;0;0;NA;0.0142799;0;0;0;0.7113605;0;0;0;0.0043799;0.0222468;0.0232681;0.0130721;0.0013077;0.013443
11;0.005225;0.0538149;0.0021515;0.0228289;0.0016651;0.0157471;0.0020403;0.0094044;0.0800416;0;0.0690262;0;0;0.0060055;0.0271874;0;0.003038;0.0006666;0.546414;0.0046874;0.0018566;0;0.0100656;0.0302554;0.0248177;0.0231048;0.0043277;0.0109174
11;0.012133;0.0957553;0.0061425;0.0197966;0.0348445;0.0851433;0.0013882;0.0178812;0.05206;0.0117778;0.0187791;0.0038586;0;0;0.053277;0.0018832;0.0106604;0;0.364411;0;0.0027825;0;0.0094364;0.0393555;0.0330746;0.0221895;0.0527124;0.0171831
11;0.0064915;0.0415079;0.0032312;0.0151574;0.0703057;0.2446021;0.0078784;0.033997;0.03469;0.042534;0;0.0059741;0.0037471;0.0059163;0.0143403;0.0039782;0.0342431;0.0065145;0.2482311;0.0050858;0.0023022;0.0014412;0.0170126;0.0301876;0.0190632;0.0142922;0.0142076;0.006698
11;0.0036119;0.0240697;0.0017044;0.0194645;0.0023231;0.014602;0.001541;0.0079715;0.0674967;0;0.0241129;0.0027166;0;0.001565;0.0131566;0;0.0083397;0;0.6587496;0.0028681;0.0015403;0.0111658;0.0037683;0.0187422;0.0162372;0.0600682;0.0032934;0.0096342
11;0.0023808;0.0358627;0;0.0186692;0.0011364;0.0166964;0;0.0041075;0.0698461;0;0.0310897;0;0;0;0.0119354;0;0.0020223;0;0.6383746;0;0;0;0.0061859;0.0307746;0.0272611;0.055955;0.0043713;0.023885
11;0.0043516;0.0385103;0;0.0155085;0;0.0059177;0;0;0.0802812;0;0;0;0;0.0028915;0.0099839;0;0;0;0.7030293;0;0.0012744;0;0.0076627;0.029323;0.0216559;0.0155135;0.0007596;0.0108466
11;0.0072103;0.0573467;0.0013801;0.027362;0.003247;0.0118201;0.0021921;0.0094758;0.0521568;0.013813;0;0;0;0.0043509;0.0196586;0;0.0030718;0.0010111;0.541379;0.0046268;0;0;0.0473546;0.0376856;0.0322836;0.0214275;0.0030717;0.009483
11;0.0031802;0.0645957;0.0040861;0.0101291;0.036396;0.3916435;0.0074925;0.0213853;0.0094882;0.0215153;0.0049567;0.0353386;0.0165765;0.0042818;0.0246603;0.0130221;0.1057526;0.0072043;0.0629246;0.0113888;0.0081683;0.0054822;0.0133756;0.0275885;0.0168452;0.013125;0.0104555;0.005859
11;0.0108608;0.0360209;0.0032751;0.0204021;0.0010557;0.0107833;0.0017278;0.0044645;0.0842331;0;0.0221311;0.021902;0;0.0020118;0.0107847;0;0.0013934;0;0.6277017;0.002822;0;0;0.0293363;0.0331327;0.023655;0.0162792;0.0009896;0.0080229
11;0.0060007;0.0767427;0;0.0181773;0;0.0072096;0;0;0.0749781;0;0.0307205;0;0;0;0.0198772;0;0;0;0.6283279;0;0;0;0.0090668;0.0368384;0.0264644;0.0195944;0;0.0104958
11;0.0052684;0.0282661;0.0034241;0.0381025;0.0027586;0.0536505;0.0015806;0.0061332;0.0694666;0;0.0345453;0.0015359;0;0;0.068126;0;0.0023667;0;0.5610945;0;0;0;0;0.017568;0.0178985;0.0604561;0.0023775;0.0078858
11;0.0050337;0.051299;0.0067544;0.0143472;0.004099;0.2416809;0;0.0058128;0.0559143;0;0.0285069;0.0046591;0;0;0.0170576;0.001937;0.0056246;0;0.4569485;0;0.0024533;0;0.0065611;0.0229079;0.0182341;0.0154735;0.0023219;0.0075539
11;0.0062143;0.0438919;0.0109671;0.0247955;0.0054054;0.2552389;0.002141;0.0168114;0.0548406;0;0.0376993;0.0038943;0.0018254;0.0011114;0.0277935;0;0.0027593;0;0.4088886;0.0031547;0.0021627;0;0.0061371;0.0199821;0.0127514;0.0151598;0.0077651;0.0062284
11;0.0061358;0.1289944;0.0021283;0.0307112;0.0011088;0.0187178;0;0;0.0783969;0;0;0;0;0;0.0340129;0;0.0030456;0;0.4655578;0;0;0;0.015009;0.0487709;0.039962;0.0336664;0.0015282;0.0165182
11;0.0024234;0.021747;0.0174869;0;0;0.0032255;0;0;0.060226;0;0.0481673;0;0;0;0.0244956;0;0;0;0.6910897;0;0;0;0.0028819;0.0350116;0.0202601;0.0584446;0.0009807;0.0135597
11;0.0077935;0.077373;0.0029503;0.0276429;0.0016937;0.0078383;0;0;0.0726528;0;0.0474187;0;0;0;0.0256838;0;0;0;0.5370868;0;0;0;0.0101139;0.0387043;0.0394947;0.0217038;0.0033193;0.0316015
11;0.0080135;0.0562975;0.003978;0.0376018;0.0153259;0.2833122;0.0027387;0.035727;0.0596311;0;0.0248893;0.0018256;0.0014181;0.00353;0.0404372;0.0023411;0.0081371;0;0.3026338;0.0036965;0.0016271;0;0.008314;0.0195294;0.0142373;0.0197596;0.0153259;0.0063414
11;0.0047702;0.0475816;0.0015177;0.0207355;0;0.047038;0.0013126;0.0056551;0.0817108;0;0.0326089;0.0005631;0.0010361;0.002511;0.0154768;0;0.0040778;0.0005144;0.5901;0.0049227;0.001624;0.001463;0.0087244;0.0275464;0.0202698;0.0195719;0.006226;0.0081752
11;0.0068603;0.0540012;0.0015003;0.0262694;0.0073021;0.0350977;0;0.0238321;0.0624401;0;0.0309713;0;0;0;0.0572942;0.0011754;0.0024399;0;0.5439675;0;0;0;0.0075595;0.0353709;0.0275963;0.0198708;0.0160394;0.0143183
11;0.0048778;0.0574452;0.0010397;0.0197745;0.0009814;0.0086165;0;0;0.0856862;0;0.0212926;0;0;0;0.0137974;0;0;0;0.6591018;0;0;0;0.0079053;0.0378678;0.0212263;0.0173555;0.0023258;0.0080013
11;0.0051631;0.0469183;0.0019149;0.0179972;0.0013133;0.020471;0;0;0.0900365;0;0.0289825;0;0;0;0.0148726;0.0038621;0.642987;0;0;0;0.0016409;0;0.0077874;0.0255605;0.0253565;0.0189292;0.0038401;0.0098953
11;0.0093368;0.0040964;0;0.0345083;0;0.0239263;0.0026423;0.008956;0.084949;0;0.0492795;0;0;0.0022771;0.0387194;0;0.0025547;0;0.5887972;0.003757;0.0019961;0;0.0102279;0.0294544;0.0270378;0.0238489;0.0040801;0.012685
11;0.0060356;0.0654984;0.0014542;0.0244407;0.0123376;0.035399;0.002801;0.0201699;0.0767052;0.0177913;0;0;0;0.0034157;0.0301083;0.0013837;0.0052357;0.0015216;0.3989779;0.0044563;0;0;0.0187891;0.0176945;0.0216828;0.0128168;0.1209315;0.0068683
11;0.0052595;0.0739304;0.0014534;0.0173131;0.009933;0.0091086;0.0014557;0.019759;0.0711368;0.0160908;0.0276171;0;0;0;0.0390405;0;0;0;0.5404173;0;0;0.016856;0.0141457;0.0366352;0.0309396;0.01132;0.0039706;0.0160416
12;0.0013209;0.0052679;0.0006463;0.0005776;0.0031341;0.2929778;0.0002196;0.0005635;0.0009443;0.0003376;0;0.0120442;0.0270542;0.0002909;0.0009252;0.0108354;0.2158876;0.0009582;0.0055279;0.1056774;0.0231921;0.157791;0.0060594;0.0056614;0.0200616;0.0023381;0.0939569;0.0015859
12;0.0010634;0.0045141;0.0006623;0.0004833;0.0024665;0.3045245;0.0033166;0.0007701;0.0010462;0;0;0.0123208;0.0314587;0.0004832;0.0016577;0.0075168;0.2065292;0.0007154;0.004827;0.1373077;0.0195264;0.1652885;0.0056498;0.0059762;0.0128456;0.0025536;0.056938;0.0011287
12;0.0011864;0.0075007;0.0007227;0.0015035;0.006337;0.3470821;0.0004694;0.0011258;0.0057809;0;0.0005059;0.0250037;0.0074233;0.0026869;0.1624673;0.0081292;0.0846194;0;0.0005887;0.006567;0;0.1518213;0.0049435;0.0092467;0.0515034;0.0036607;0.0955736;0.0034771
12;0.0023559;0.0125867;0.0006074;0.004908;0.0133079;0.1862628;0;0.003714;0.0105494;0;0.0013338;0.0035988;0.0351661;0.0012046;0.0032197;0.0017644;0.2771443;0.0009687;0.0267041;0.0108782;0.0013835;0.0876413;0.0043973;0.0198505;0.1915834;0.007826;0.0742127;0.0037916
12;0.0015274;0.0062444;0.0003545;0.0011639;0.012258;0.4128452;0;0.0018819;0.0036843;0.0009859;0;0.0040619;0.0306488;0;0.0010859;0.0030646;0.2079546;0.0037306;0.0138812;0.0439466;0.00801;0.129894;0.0110467;0.0077684;0.0114991;0.0290512;0.0441272;0.0017773
12;0.0019122;0.0059593;0.0012513;0.0008929;0.0066921;0.4362351;0.0004728;0.0011669;0.0051478;0;0;0.008676;0.0226388;0.0003682;0.0027566;0.005834;0.1492771;0.0025158;0.0090933;0.0810059;0.0227632;0.0917987;0.0045098;0.0039629;0.0116453;0.0045774;0.1076971;0.0010691
12;0.0022872;0.0053462;0.001178;0.0006537;0.0042894;0.3811141;0;0.0005241;0.0037885;0;0;0.013824;0.0263986;0.000317;0.0032143;0.0100188;0.142868;0.0018932;0.0055426;0.0631758;0.0383001;0.1220051;0.0279556;0.0037724;0.0309719;0.0027617;0.0989891;0.0016792
12;0.0398927;0.0024042;0;0.0016185;0.0260027;0.5393255;0.001518;0.0062567;0;0;0;0.0061408;0.036687;0.0016843;0.0003427;0.0028078;0.2012685;0.0048073;0.0012527;0.0454131;0.0088796;0.0292696;0.0148439;0.0025162;0.002599;0;0.0081282;0.0003628
12;0.0015163;0.0040819;0.0013401;0.0010883;0.0092891;0.3911769;0;0;0.0041342;0;0;0.0103326;0.019552;0.0006982;0.0014276;0.0080178;0.1666648;0.0025304;0.0083422;0.0883088;0.0247791;0.1243592;0.0020598;0.0105688;0.0392735;0.0049007;0.0660116;0.0039116
12;0.0034792;0.0098504;0.0008056;0.0054582;0.0112716;0.3031513;0.0014363;0.0080615;0.0172649;0;0.0242894;0.0036666;0.0366603;0.0025315;0.0099548;0.0016238;0.2608577;0.0023768;0.0315157;0.0305062;0.0022584;0.0736915;0.0145631;0.014682;0.0494222;0.0486982;0.0234855;0.0054186
12;0.003208;0.009392;0.0006113;0.0045088;0.0142586;0.2992682;0;0.0066531;0.0157819;0;0;0.0039276;0.0362903;0;0;0.0017555;0.2482314;0.0017918;0.0441331;0.0416861;0.0027673;0.0801023;0.0071289;0.0196936;0.0576763;0.0546219;0.0301056;0.0027653
12;0.0026589;0.034287;0;0.0183509;0.0088512;0.0110456;0.0015149;0.0082505;0.0636591;0;0.0252933;0;0.0007107;0.0021282;0.013458;0;0.0024337;0.0007191;0.6282294;0.0039592;0.0011262;0.0016078;0.0042729;0.0211238;0.0126334;0.085271;0.001783;0.0090799
12;0.0013991;0.0054612;0.0008361;0.000757;0.0036081;0.4508663;0.000618;0.0014249;0.0035119;0;0;0.0122963;0.0288226;0.0004519;0.0061243;0.0109303;0.1649282;0.0021805;0;0.1007077;0.034377;0.0615507;0.0017336;0.0056753;0.0101426;0.0043831;0.0758379;0.0009405
12;0.0016418;0.0050856;0.0010068;0.0008956;0.0053936;0.4083743;0;0.0011949;0.0027304;0;0;0.0079108;0.0149633;0.0004392;0.0011717;0.0076026;0.1370326;0.0017063;0.0079802;0.0969719;0.0290556;0.1305484;0.0019058;0.0085563;0.020603;0.0046942;0.0953928;0.001677
12;0.0017586;0.0062635;0.0011162;0.0009173;0.0039868;0.3202959;0;0.0010293;0.0015179;0;0;0.0075392;0.0253051;0.0003647;0.0011676;0.0070751;0.2141835;0.0019038;0.0049193;0.1174395;0.0264569;0.1256284;0.0015614;0.0071882;0.0160564;0.0036313;0.097252;0.0008861
12;0.0018105;0.0032078;0.0019112;0.0022848;0.0032621;0.3937596;0.0003158;0.0009604;0.0053977;0;0.0003362;0.0421741;0;0.0003406;0.0376615;0.0097295;0.2034255;0.0018117;0.0045287;0.1137038;0.0043114;0.0699584;0.001356;0.0045529;0.0092145;0.0029637;0.0764598;0.0009108
12;0.0022174;0.0056363;0.0015232;0.0010241;0.0046591;0.3575823;0;0;0.0016097;0;0;0.0094848;0.0184198;0;0.0080769;0.0090121;0.1536643;0.0019701;0.0059547;0.1198133;0.030938;0.1041319;0.0023432;0.0093803;0.0215623;0.0044257;0.118488;0.0023599
12;0.0017189;0.0034215;0.0016584;0.0008774;0.0077898;0.3553994;0;0.0016369;0.0013048;0;0;0.0111612;0.0260585;0.0008099;0.0009786;0.0080764;0.2099729;0.0025262;0.0057949;0.1212016;0.0272246;0.1269446;0.0018914;0.008918;0.0300497;0.004643;0.033985;0.0009039
12;0.0029465;0.009299;0.0010863;0.0031689;0.0133428;0.3411907;0.0009891;0.0035805;0.0047717;0;0.0017366;0.0081276;0.0327932;0.0019831;0.004158;0.0033808;0.218385;0.0016671;0.0232035;0.0571566;0.0069567;0.0772833;0.0032011;0.0174199;0.0963397;0.0075;0.0387047;0.0027021
12;0.0038585;0.0085835;0.002334;0.0009691;0.005649;0.5471722;0;0.0009937;0.001006;0;0.0003462;0.0069734;0.0309296;0;0.0019075;0.007712;0;0.0017273;0.0055303;0.0584837;0.024733;0.1570954;0.0021738;0.0082035;0.0304739;0.005045;0.0774956;0.0017595
12;0.0025918;0.0049681;0.0019624;0.0018778;0.0065685;0.3995431;0;0.0019389;0.0024842;0;0.0004482;0.0101838;0.0267783;0.000553;0.0098046;0.0069857;0.1756866;0.0028603;0.010178;0.1092912;0.0253038;0.0904635;0.001475;0.0066525;0.0203977;0.0036197;0.0708226;0.0013574
12;0.0020218;0.0068074;0.001396;0.0013874;0.0029014;0.2436891;0;0;0.003398;0;0;0.0110314;0.0187673;0;0.0081843;0.0121343;0.2122335;0.0019363;0.0056873;0.1556413;0.039401;0.0958726;0.0015092;0.0087272;0.0271581;0.0034739;0.129875;0.0014368
12;0.002208;0.0079215;0.0015691;0.0008165;0.0054587;0.3706673;0;0.0011769;0.0016132;0.0004807;0.0100113;0.0152903;0.0200999;0.0009635;0.0029449;0.0100686;0.1385393;0.0024461;0.0056725;0.1733326;0.0318427;0.0657492;0.0018789;0.0075424;0.0278706;0.0043207;0.0881855;0.0009737
13;0.0003277;0.0019769;0.0002823;0.0001592;0.0070142;0.0231161;0.0024712;0.000363;0;0.0042883;0;0.0022046;0.025492;0.0021347;0;0.0002251;0.0554983;0.003127;0.0002043;0.0178157;0.0032371;0.8203827;0;0.0018618;0;0.0020519;0.0247252;0
13;0.0002296;0.0002559;0.0159789;0;0.0105832;0.0403538;0.0048003;0.0013837;0;0.0005427;0;0.0028056;0.0408842;0.0028813;0.0079096;0.0005264;0.1214179;0.0059244;0.0016901;0.0178771;0.0036294;0.7111271;0.0003682;0.0010804;0.0011607;0;0.0037033;0.0012448
13;0.0004435;0.0007569;0.0002289;0.0001909;0.0115078;0.0804553;0.0010028;0.0012273;0.0005918;0.0049159;0;0.0031994;0.0320982;0.0026769;0.0001546;0.0007742;0.1125248;0.0041537;0.002641;0.0132586;0.0045304;0.7059673;0.0005108;0.001484;0.0009276;0.0051827;0.0070139;0.0014904
13;0.0018107;0.002719;0.0004156;0.0010203;0.0467474;0.2221811;0.0040941;0.0038181;0.0010476;0.0248208;0.0091884;0.0057874;0.0933476;0.007925;0.0005487;0.0020714;0.4763605;0.0156082;0.0142516;0.005976;0.0041927;0;0.003039;0;0.0055398;0.0016806;0.0336255;0.0037026
13;0.003321;0.0012203;0.0009165;0.0004816;0.0086133;0.0272432;0.0006395;0.0016636;0.0008958;0.0439256;0;0.0015191;0.0458046;0.001809;0;0.0003824;0.2327388;0.0026877;0.0040078;0.0094403;0.0027192;0.5710456;0.0028542;0.0073845;0.0043991;0.0016266;0.0177356;0.001759
13;0.0074067;0.0008847;0.0118055;0;0.0070731;0.1143306;0.0002002;0.0005325;0.000854;0.0013837;0;0.0103296;0.0647205;0.0020452;0.0032495;0.0011984;0.1165839;0.0073683;0.0011335;0.0909887;0.018397;0.4635838;0.0044724;0.0025615;0.0041965;0.0011477;0.0348633;0.0271378
13;0.0005412;0.0015856;0.0000689;0.0003389;0.017379;0.0481828;0.0009176;0;0.0004269;0.0057783;0;0.0013255;0.0347813;0.003567;0.0002245;0.0006719;0.1349168;0.0071889;0.0031162;0.0029739;0.0013144;0.7029959;0.0003848;0.0028897;0.0022193;0.0060272;0.016684;0.0016394
13;0.0006428;0.0021633;0.000111;0.0004033;0.0140105;0.1351006;0.0004812;0.0011949;0.0003629;0.005144;0;0.0031517;0.047586;0.0020539;0.0002581;0.0013326;0.2516406;0.0080976;0.0039004;0.0043235;0.0038564;0.465601;0.0022867;0.0057527;0.0049575;0.0116778;0.0192755;0.0021438
13;0.0012378;0.0012474;0;0.0002755;0.0134157;0.0390715;0.0034647;0.0005928;0.0004156;0.0048421;0;0.0011906;0.0277796;0.0027412;0.0003328;0.0003173;0.1094963;0.0044136;0.0012595;0.0039665;0.0010625;0.7593314;0.0005749;0.002454;0.0009861;0.0048557;0.0107439;0.0015976
13;0.0009064;0.0019839;0;0.0005256;0.0219709;0.0399947;0.002954;0.0011435;0.0006727;0.0151091;0;0.0008908;0.0400493;0.0020904;0.0006027;0.0006975;0.1699688;0.0104934;0.0051381;0.0016955;0.001027;0.6374104;0.0031164;0.0049521;0.005888;0.0098026;0.0128749;0.0055086
13;0.0003679;0.000536;0.0000641;0.0001008;0.0156271;0.0270936;0.0014722;0;0.0000767;0.0024947;0;0.0010746;0.0259658;0.0048084;0;0.0002887;0.0806018;0.0058026;0.0004442;0.0078256;0.0009019;0.8002107;0.00049;0.001714;0;0.0033932;0.0176039;0
13;0.0005443;0.0005587;0.0002054;0.0002401;0.0140663;0.0492028;0.00119;0.0004162;0.0003564;0.001861;0;0.0011951;0.0242449;0.0011415;0;0.0003514;0.0907769;0.0058767;0.0027566;0.0089942;0.0014562;0.7537991;0.0005476;0.008516;0.0019348;0.0017427;0.024559;0.0022552
13;0.000667;0.000648;0.0003117;0.0002048;0.0096515;0.1089423;0.000477;0.0008373;0.0005322;0.0022397;0;0.0033429;0.0265657;0.0018165;0.0005615;0.0018745;0.1692338;0.0048729;0.0044425;0.0121271;0.0077631;0.6134668;0.0011244;0.0025459;0.0027996;0.0058719;0.0135849;0.0016654
13;0.0005773;0.000752;0.0001824;0.0004729;0.0088599;0.0393415;0.0008085;0.0010831;0.0006122;0.00421;0.0014295;0.0015703;0.0251596;0.0013692;0.0008839;0.0004434;0.1431553;0.0029561;0.0050898;0.0050288;0.0020306;0.7342756;0.0016762;0.0021436;0.0023705;0.0035513;0.0096679;0
14;0.0024229;0.0462217;0;0.0154078;0;0.0111609;0.0017772;0.0049079;0.081858;0;0.0171563;0;0;0.0018288;0.0136931;0;0.0016722;0;0.597785;0;0;0.000908;0.0048948;0.0426782;0.0130884;0.1060637;0.002197;0.0056536
14;0.0031927;0.0343205;0.000545;0.0159676;0.0099806;0.0154661;0.0017816;0.0077573;0.0746152;0;0.0147132;0.0001945;0.0003048;0.0029368;0.0123379;0;0;0.0007995;0.5797159;0.0042747;0;0;0.0200412;0.0300365;0.0130409;0.0961501;0.007292;0.0076288
14;0.0049033;0.0329207;0.0024042;0.0146422;0.0752799;0.038758;0.0018508;0.0322745;0.0521104;0;0.0222265;0;0;0.0028428;0.0108377;0.0007467;0.003442;0.0014834;0.4849426;0.0041866;0.0017572;0;0.0043116;0.0262659;0.012106;0.0970058;0.0172927;0.0056254
14;0.0040533;0.034982;0.0013571;0.016726;0;0.020755;0.0017333;0.0329273;0.0670376;0;0.0262129;0;0.0008383;0.0022511;0.0148363;0;0.0050585;0.0014917;0.5617599;0.0042136;0;0.0064151;0.0207905;0.0142703;0.0137315;0.0877965;0.0095961;0.0053168
14;0.002878;0.0444529;0;0.0182456;0.0232252;0.0080877;0.0021591;0.0149797;0.0803874;0;0.0245052;0;0;0.0021547;0.0196211;0;0.0020264;0;0.5826338;0.0027656;0;0;0.0039828;0.0248484;0.0121498;0.0927648;0.0028448;0.0061776
14;0.0060442;0.0255414;0.0015168;0.0108491;0.0241999;0.0064341;0.0014956;0.0097133;0.0595847;0;0.0203353;0.0007601;0;0;0.0094867;0;0.004038;0;0.6528881;0;0;0.0066456;0.0277089;0.028504;0.0253456;0.0396022;0.0021021;0.01245
14;0.0044402;0.0240351;0.0012107;0.0135938;0.0013377;0.0051159;0.0012654;0.0035936;0.067022;0;0;0;0;0.001147;0.0073185;0;0.0010686;0;0.6844196;0;0;0;0.0148273;0.0258658;0.018005;0.0732901;0.000703;0.0098503
14;0.0030832;0.0314595;0.000916;0.0143818;0.0077608;0.022748;0.0027805;0.0109454;0.0723056;0;0.0496403;0;0;0.0025503;0.0222093;0;0.0022514;0.0008992;0.6377984;0.0043573;0.0012945;0;0.0074405;0.0197001;0.0121205;0.0365018;0.0038418;0.0074445
14;0.0059017;0.0004639;0.0255369;0.0001042;0.0081521;0.1820427;0.0002318;0.0052648;0.0001615;0.0002941;0;0.0124844;0.0133571;0.0013171;0.0010558;0.0131747;0.0411889;0.0061794;0.0043061;0.1677965;0.1179238;0.3291961;0.0010894;0.0057119;0.0014085;0.0040638;0.0487984;0.0004338
14;0.0019212;0.0103375;0.001581;0.0015812;0.0760726;0.5323135;0.0017469;0.0115431;0.0069179;0.0032948;0.0026453;0.0160931;0.0157317;0.0015172;0.0036631;0.0104063;0.1022127;0.0195071;0.0698741;0.0101165;0.0208624;0.0032485;0.0012544;0.0076788;0.0044589;0.0233581;0.0296935;0.0015185
14;0.007109;0.111508;0;0.0361059;0.0083514;0.0148828;0;0.01524;0.0601076;0;0.0333153;0.0015182;0;0;0.0793432;0;0.0067428;0;0.4672137;0;0;0.0047441;0.0085625;0.0447828;0.0281416;0.0211531;0.0083928;0.008581
14;0.0043119;0.0460955;0;0.017017;0.03301;0.0307527;0.0049909;0.0187411;0.0672282;0;0.0235213;0.0511514;0;0.0022746;0.0386173;0;0.0029554;0;0.5386297;0.0052061;0;0.0009312;0.0158562;0.0263874;0.0121603;0.0481925;0.0055493;0.0064202
15;0.0027246;0.0007981;0.0153289;0.0002081;0.0186063;0.1205181;0.0022643;0.001441;0.0001617;0.0007378;0;0.0066067;0.0185237;0.0036519;0;0.0059123;0.1200283;0.0076904;0.0038796;0.0644677;0.0312284;0.5234046;0.0012636;0.0024897;0.0012552;0.0030715;0.0406449;0.0007357
15;0.0041901;0.0003567;0.0158754;0.0000735;0.0087307;0.1133078;0.0005515;0.0011251;0.0001054;0.0001198;0;0.0087294;0.0115272;0.0008853;0;0.0102051;0.0454599;0.0062318;0.0029412;0.0998619;0.0651724;0.5683124;0.0006957;0.0013158;0.0003915;0.0022886;0.0301486;0.000276
15;0.0029208;0.0050038;0.0004955;0.0047163;0;0.0214577;0.0067502;0.00444;0.0760209;0;0.026851;0;0.0019098;0.002944;0.012146;0;0.008529;0;0.6580862;0.005395;0.0022986;0.0073973;0.017615;0.0405185;0;0.071925;0.0035382;0.0190411
15;0.0004488;0.0004768;0.000549;0;0.0027139;0.0514427;0.001206;0;0;0.0019207;0.0001949;0.0065497;0.0198949;0.0055503;0.0021711;0.0047033;0.0974676;0.008294;0.0039176;0.0680952;0.032625;0.5986768;0.001256;0.001572;0.0047453;0.003539;0.0814987;0.0004906
15;0.0016439;0.0015512;0.0027295;0.0002201;0.0191921;0.0811682;0.0015591;0;0;0.0008095;0;0.0084072;0.0197939;0.0076079;0;0.0052031;0.1502376;0.0185547;0.0021002;0.0404635;0.0302547;0.5079958;0.0010812;0.0043242;0.0033298;0.0007772;0.0879276;0.0015907
15;0.0036148;0.0004475;0.0238005;0;0.0101852;0.1302505;0.0002958;0;0.0001201;0;0;0.0089347;0.0105494;0.0009688;0;0.0108025;0.034791;0.0075826;0.0035206;0.122506;0.0881806;0.4846052;0.0007703;0.0019486;0.0005772;0.0037059;0.0503724;0.0004377
15;0.0013626;0.0010087;0.0059586;0.0001778;0.0077388;0.1408601;0.0009015;0.0025724;0.0001699;0.00067;0.000272;0.0133564;0.0206626;0.0014833;0.0014482;0.006454;0.0713586;0.0018135;0.0039734;0.0859497;0.0482378;0.5349615;0.0005905;0.0024639;0.0005404;0.0047377;0.0398126;0.0004635
15;0.003776;0.0006936;0.0169953;0.0000953;0.008163;0.1367394;0.0004701;0.0021604;0.0002369;0.0001959;0;0.0114792;0.0179477;0.0009522;0;0.0090338;0.0511603;0.0064216;0.0055758;0.1023203;0.0700307;0.5147846;0.0005667;0.0019249;0;0.0043278;0.032095;0.0003732
15;0.0018139;0.0007028;0.00678;0.0001658;0.0187311;0.1112174;0.0016941;0.0015433;0.0002077;0.0009542;0;0.0076211;0.0204509;0.0048437;0;0.0043244;0.0968997;0.0122323;0.004818;0.0546991;0.0317242;0.5283113;0.0008485;0.0037356;0.0327721;0.0046381;0.0460992;0.0004654
15;0.0019304;0.0005633;0.0075743;0.0000698;0.0147175;0.1064423;0.0010533;0;0.0000723;0.0004547;0;0.007914;0.0146965;0.0033572;0;0.0058209;0.0757974;0.0075096;0.0019483;0.0638138;0.0356914;0.584666;0.0009889;0.0031398;0.0007199;0.0029497;0.0568858;0
15;0.0020341;0.0007578;0.0051216;0.0002348;0.0122965;0.1329663;0.0011307;0.0037377;0.0002831;0.0015456;0;0.0206757;0.0276941;0.0039167;0;0.0092135;0.1393664;0.0115802;0.0083152;0.0877323;0.0724141;0.3540544;0.0020244;0.0105914;0.0028604;0.0010824;0.0850529;0.000995
15;0.001484;0.0013452;0.0031653;0.0002452;0.0391962;0.1251197;0.0062489;0.0013793;0.0002711;0.0023927;0;0.008738;0.0286683;0.0151381;0.0003356;0.0028489;0.11709;0.0204826;0.0054447;0.0543498;0.0179191;0.5001582;0.0006819;0.0029229;0.0009988;0.0068836;0.0331933;0.0004501
15;0.000777;0.0013327;0.0026718;0.0002159;0.0140745;0.1216828;0.0012334;0.0013332;0.0001406;0.0010563;0;0.0084613;0.0192184;0.0027632;0.000814;0.0044459;0.0824406;0.0078361;0.0026383;0.0508742;0.0331172;0.5949862;0.0004625;0.0019741;0.0009669;0.0044903;0.0374544;0.0005264
15;0.0028766;0.0004781;0.0120731;0.0001337;0.0099153;0.1460966;0.0005183;0.0030905;0.0001196;0.0001627;0;0.0099695;0.0125817;0.0012007;0.000164;0.0102961;0.0565482;0.0069776;0.0035093;0.1045405;0.0809435;0.4853611;0.0005407;0.0036403;0.0006266;0.0038512;0.0409548;0.0003387
15;0.0027453;0.0005062;0.0131359;0.0001477;0.010486;0.1236211;0.0004258;0;0.0001275;0.0001303;0;0.0092806;0.0136901;0.0014094;0;0.0095622;0.0651992;0.0072136;0.0042459;0.0934667;0.0826303;0.5091234;0.0004802;0.0039196;0.0010913;0.003463;0.0418116;0.0007139
15;0.0029533;0.0003415;0.0119491;0;0.0076827;0.1666584;0.0003934;0.0042093;0.0004133;0.0002115;0;0.0146638;0.0160959;0.0027064;0.001009;0.0167138;0.0613892;0.0086499;0.0096683;0.1830539;0.109246;0.3333527;0.0008522;0.0055211;0.0013687;0.0058236;0.0326043;0.0003497
15;0.0024721;0.0271268;0.0008944;0.0157886;0.0093407;0.0399032;0.0010127;0.0126622;0.0681055;0;0.0257128;0.0005756;0.0003955;0.0021408;0.0090936;0;0.0028767;0.0007393;0.6416947;0.0080824;0.0023719;0.0028151;0.0138267;0.0157313;0.0142744;0.0379827;0.0036547;0.0074225
